project_id,year,recipient_condensed,flow_class,usd_defl_2014,usd_current,recipient_iso3,recipient_region,special
30938,2011,Tanzania,ODA-like,"77,699,113","70,000,000",TZA,Africa,
30939,2013,Tanzania,Vague (Official Finance),,,TZA,Africa,
30946,2000,Uganda,ODA-like,"958,154","412,912",UGA,Africa,
30947,2013,Morocco,Vague (Official Finance),"304,903,999","299,880,000",MAR,Africa,
30948,2013,Morocco,ODA-like,"3,282,095","3,228,015",MAR,Africa,
30949,2013,Eritrea,OOF-like,,,ERI,Africa,
30952,2013,Ghana,ODA-like,,,GHA,Africa,
30953,2013,Ghana,OOF-like,"319,260,556","314,000,000",GHA,Africa,
30954,2012,Ghana,ODA-like,"1,800,360","1,700,000",GHA,Africa,
30955,2009,Ghana,OOF-like,152999317.3,112740000,GHA,Africa,
30956,2013,Ghana,ODA-like,"131,161,184","129,000,000",GHA,Africa,
30970,2009,Egypt,OOF-like,,,EGY,Africa,
30971,2009,Egypt,ODA-like,"103,140","76,000",EGY,Africa,
30973,2013,Guinea-Bissau,ODA-like,,,GNB,Africa,
30974,2013,Guinea-Bissau,ODA-like,1626805.382,1600000,GNB,Africa,
30977,2009,Uganda,OOF-like,112747.7673,83080,UGA,Africa,
30981,2009,Uganda,ODA-like,"5,991,157","4,414,680",UGA,Africa,
30982,2013,Nigeria,OOF-like,,,NGA,Africa,
30985,2012,Uganda,ODA-like,138225.3049,130520,UGA,Africa,
30986,2007,Uganda,ODA-like,"107,238","65,890",UGA,Africa,
30989,2013,Madagascar,ODA-like,,,MDG,Africa,
30990,2013,Madagascar,ODA-like,,,MDG,Africa,
30991,2012,Malawi,ODA-like,3060968.687,2890336.42,MWI,Africa,
30992,2012,Malawi,ODA-like,,,MWI,Africa,
30995,2013,Mauritius,OOF-like,"8,205,237","8,070,037",MUS,Africa,
30996,2013,Mauritius,ODA-like,172309.9857,169470.7801,MUS,Africa,
31002,2013,Nigeria,ODA-like,991334529.8,975000000,NGA,Africa,
31014,2013,Nigeria,Vague (Official Finance),,,NGA,Africa,
31018,2013,Nigeria,OOF-like,,,NGA,Africa,
31019,2011,Sierra Leone,Vague (Official Finance),"349,646,008","315,000,000",SLE,Africa,
31020,2013,Nigeria,ODA-like,"12,927","12,714",NGA,Africa,
31023,2013,Kenya,ODA-like,"96,998,271","95,400,000",KEN,Africa,
31026,2013,"Congo, Rep.",ODA-like,,,COG,Africa,
31032,2013,"Congo, Rep.",ODA-like,,,COG,Africa,
31047,2013,Niger,ODA-like,"75,118,401","73,880,652",NER,Africa,
31048,2013,Niger,ODA-like,"101,872,900","100,194,309",NER,Africa,
31049,2013,Niger,ODA-like,"1,016,753,364","1,000,000,000",NER,Africa,
31053,2013,Namibia,OOF-like,,,NAM,Africa,
31054,2013,Namibia,ODA-like,,,NAM,Africa,
31055,2003,Kenya,ODA-like,6830210.631,3100000,KEN,Africa,
31057,2013,Namibia,ODA-like,"78,981","77,680",NAM,Africa,
31058,2013,Namibia,ODA-like,,,NAM,Africa,
31062,2013,Seychelles,ODA-like,,,SYC,Africa,
31063,2013,Rwanda,ODA-like,,,RWA,Africa,
31064,2013,Mozambique,ODA-like,"23,385,327","23,000,000",MOZ,Africa,
31065,2013,Mozambique,ODA-like,"23,385,327","23,000,000",MOZ,Africa,
31066,2013,Mozambique,ODA-like,423477776.1,416500000,MOZ,Africa,
31075,2013,Sierra Leone,ODA-like,,,SLE,Africa,
31076,2013,Sierra Leone,ODA-like,,,SLE,Africa,
31077,2013,Sierra Leone,ODA-like,3050.260092,3000,SLE,Africa,
31082,2012,Tunisia,ODA-like,,,TUN,Africa,
31084,2009,Kenya,ODA-like,,,KEN,Africa,
31086,2012,Kenya,Vague (Official Finance),22175577.32,20939410.14,KEN,Africa,
31089,2012,Kenya,Vague (Official Finance),"104,647,139","98,813,633",KEN,Africa,
31091,2012,Kenya,Vague (Official Finance),"58,333,044","55,081,296",KEN,Africa,
31094,2013,Mozambique,ODA-like,"3,050,260","3,000,000",MOZ,Africa,
31096,2011,Lesotho,ODA-like,,,LSO,Africa,
31097,2013,Lesotho,ODA-like,,,LSO,Africa,
31099,2012,Lesotho,ODA-like,"644,969","609,016",LSO,Africa,
31106,2013,Uganda,ODA-like,"8,337,378","8,200,000",UGA,Africa,
31111,2012,Kenya,ODA-like,"79,243,235","74,825,858",KEN,Africa,
31112,2012,Kenya,ODA-like,"30,945,580","29,220,533",KEN,Africa,
31113,2013,Mali,ODA-like,,,MLI,Africa,
31114,2013,Namibia,ODA-like,,,NAM,Africa,
31115,2012,Lesotho,OOF-like,,,LSO,Africa,
31117,2013,"Africa, regional",OOF-like,,,R_Africa,Africa,
31118,2011,Lesotho,ODA-like,,,LSO,Africa,
31120,2013,Lesotho,ODA-like,,,LSO,Africa,
31128,2012,Mozambique,ODA-like,,,MOZ,Africa,
31146,2013,Zambia,ODA-like,,,ZMB,Africa,
31147,2013,South Sudan,ODA-like,,,SSD,Africa,
31148,2012,Zambia,ODA-like,,,ZMB,Africa,
31150,2013,South Sudan,Vague (Official Finance),"27,452,341","27,000,000",SSD,Africa,
31166,2013,Zimbabwe,ODA-like,"61,005","60,000",ZWE,Africa,
31169,2012,Tanzania,ODA-like,,,TZA,Africa,
31170,2012,Zimbabwe,ODA-like,,,ZWE,Africa,
31189,2006,South Africa,ODA-like,"12,223,716","6,645,451",ZAF,Africa,
31191,2000,South Africa,ODA-like,"60,521,259","26,081,337",ZAF,Africa,
31192,2008,Botswana,ODA-like,"222,182","161,128",BWA,Africa,
31196,2008,Burundi,ODA-like,"362,654","263,000",BDI,Africa,
31200,2013,South Sudan,Vague (Official Finance),22058908.81,21695437.26,SSD,Africa,
31211,2014,South Sudan,ODA-like,"65,110","65,110",SSD,Africa,
31212,2013,Zimbabwe,ODA-like,"813,403","800,000",ZWE,Africa,
31215,2012,Zimbabwe,ODA-like,915006615.7,864000000,ZWE,Africa,
31219,2012,Seychelles,OOF-like,,,SYC,Africa,
31220,2012,Comoros,OOF-like,,,COM,Africa,
31221,2009,Tunisia,OOF-like,,,TUN,Africa,
31223,2013,South Sudan,ODA-like,508376.6819,500000,SSD,Africa,
31229,2009,Cameroon,ODA-like,131815005.2,97130000,CMR,Africa,
31230,2010,Cameroon,ODA-like,"40,035,667","31,832,494",CMR,Africa,
31243,2011,Cameroon,OOF-like,74383252.92,67012704.73,CMR,Africa,
31245,2011,Cameroon,OOF-like,8589290.175,7738187.613,CMR,Africa,
31248,2013,South Africa,OOF-like,"2,236,857,401","2,200,000,000",ZAF,Africa,
31253,2012,Cameroon,ODA-like,"178,235,664","168,300,000",CMR,Africa,
31260,2013,Zimbabwe,ODA-like,"10,675,910","10,500,000",ZWE,Africa,
31264,2013,Zimbabwe,ODA-like,"10,168","10,000",ZWE,Africa,
31265,2013,Zimbabwe,OOF-like,,,ZWE,Africa,
31266,2010,Zimbabwe,ODA-like,,,ZWE,Africa,
31267,2011,Mauritania,ODA-like,8589290.175,7738187.613,MRT,Africa,
31274,2009,Namibia,ODA-like,"135,710","100,000",NAM,Africa,
31275,2009,Namibia,ODA-like,,,NAM,Africa,
31279,2012,Tanzania,OOF-like,,,TZA,Africa,
31280,2013,Tanzania,OOF-like,,,TZA,Africa,
31281,2010,Tanzania,OOF-like,,,TZA,Africa,
31282,2011,Senegal,OOF-like,,,SEN,Africa,
31283,2012,Sierra Leone,OOF-like,,,SLE,Africa,
31284,2012,Mozambique,OOF-like,,,MOZ,Africa,
31285,2013,Malawi,OOF-like,,,MWI,Africa,
31286,2013,Ghana,OOF-like,,,GHA,Africa,
31287,2008,Egypt,OOF-like,,,EGY,Africa,
31288,2007,Cameroon,OOF-like,,,CMR,Africa,
31289,2008,Kenya,OOF-like,,,KEN,Africa,
31290,2012,Kenya,OOF-like,,,KEN,Africa,
31291,2008,Rwanda,OOF-like,,,RWA,Africa,
31292,2006,Madagascar,OOF-like,,,MDG,Africa,
31297,2013,Kenya,OOF-like,"81,340,269","80,000,000",KEN,Africa,
31300,2008,South Africa,OOF-like,,,ZAF,Africa,
31301,2007,South Africa,OOF-like,,,ZAF,Africa,
31302,2007,South Africa,OOF-like,,,ZAF,Africa,
31303,2013,South Africa,OOF-like,,,ZAF,Africa,
31304,2009,South Africa,OOF-like,,,ZAF,Africa,
31306,2008,Nigeria,OOF-like,,,NGA,Africa,
31307,2007,Nigeria,OOF-like,,,NGA,Africa,
31308,2007,Sudan,OOF-like,,,SDN,Africa,
31309,2008,Morocco,OOF-like,,,MAR,Africa,
31310,2012,Morocco,OOF-like,,,MAR,Africa,
31311,2008,Togo,OOF-like,,,TGO,Africa,
31312,2009,Benin,OOF-like,,,BEN,Africa,
31313,2009,Ethiopia,OOF-like,,,ETH,Africa,
31314,2013,Ethiopia,OOF-like,,,ETH,Africa,
31315,2013,Australia,OOF-like,,,AUS,The Pacific,
31316,2008,Mali,OOF-like,,,MLI,Africa,
31317,2011,Burundi,OOF-like,,,BDI,Africa,
31325,2008,Madagascar,ODA-like,,,MDG,Africa,
31326,2014,Liberia,OOF-like,"4,000,000","4,000,000",LBR,Africa,
31327,2011,Malawi,ODA-like,"1,418,374","1,277,829",MWI,Africa,
31328,2012,Malawi,ODA-like,,,MWI,Africa,
31329,2013,Zambia,Vague (Official Finance),305026009.2,300000000,ZMB,Africa,
31330,2012,Malawi,ODA-like,,,MWI,Africa,
31415,2008,"Congo, Dem. Rep.",ODA-like,3100514.648,2248520.71,COD,Africa,
31426,2009,Guinea,ODA-like,,,GIN,Africa,
31452,2013,Zambia,ODA-like,8134026.911,8000000,ZMB,Africa,
31460,2013,Zambia,ODA-like,4710.779484,4633.158494,ZMB,Africa,
31508,2000,"Congo, Dem. Rep.",ODA-like,"1,401,390","603,922",COD,Africa,
31643,2013,Ethiopia,ODA-like,18669888.72,18362259.11,ETH,Africa,
31652,2006,"Congo, Dem. Rep.",ODA-like,5518232.979,3000000,COD,Africa,
31659,2001,"Congo, Dem. Rep.",ODA-like,30213518.63,13289484.98,COD,Africa,
31682,2008,"Congo, Dem. Rep.",ODA-like,821264.0915,595588,COD,Africa,
31719,2008,Cameroon,ODA-like,,,CMR,Africa,
31728,2006,Benin,Vague (Official Finance),10553332.1,5737343.172,BEN,Africa,
31777,2014,Kenya,OOF-like,1600000000,1600000000,KEN,Africa,
31785,2011,Algeria,ODA-like,,,DZA,Africa,
31796,2011,Angola,ODA-like,343571.607,309527.5045,AGO,Africa,
31798,2007,Angola,ODA-like,,,AGO,Africa,
31799,2006,Angola,ODA-like,"367,882","200,000",AGO,Africa,
31819,2010,Cameroon,ODA-like,,,CMR,Africa,
31833,2011,Cameroon,OOF-like,,,CMR,Africa,
31835,2008,Cameroon,ODA-like,,,CMR,Africa,
31837,2006,Cameroon,ODA-like,,,CMR,Africa,
31867,2001,Cameroon,ODA-like,55758701.62,24525591.89,CMR,Africa,
31868,2009,Cameroon,OOF-like,3357278.979,2473864.843,CMR,Africa,
31869,2011,Cameroon,ODA-like,,,CMR,Africa,
31875,2008,Cameroon,ODA-like,,,CMR,Africa,
31877,2014,Cameroon,ODA-like,,,CMR,Africa,
31880,2014,Cameroon,ODA-like,,,CMR,Africa,
31882,2013,Cameroon,ODA-like,,,CMR,Africa,
31883,2012,Cameroon,ODA-like,,,CMR,Africa,
31885,2011,Cameroon,ODA-like,,,CMR,Africa,
31886,2008,Cameroon,ODA-like,,,CMR,Africa,
31887,2009,Cameroon,ODA-like,397311.1218,292765.0702,CMR,Africa,
31888,2009,Cameroon,ODA-like,"59,983,766","44,200,000",CMR,Africa,
31990,2011,"Congo, Rep.",ODA-like,,,COG,Africa,
32002,2011,"Congo, Rep.",ODA-like,,,COG,Africa,
32011,2010,"Congo, Rep.",ODA-like,,,COG,Africa,
32012,2011,"Congo, Rep.",ODA-like,,,COG,Africa,
32013,2011,"Congo, Rep.",ODA-like,,,COG,Africa,
32016,2000,Cambodia,OOF-like,,,KHM,Asia,
32021,2002,Cambodia,ODA-like,"5,188,301","2,295,529",KHM,Asia,
32026,2001,Cambodia,ODA-like,"41,201","18,122",KHM,Asia,
32029,2001,Cambodia,ODA-like,"151,070","66,449",KHM,Asia,
32031,2000,Cambodia,ODA-like,14015101.13,6039738.459,KHM,Asia,
32033,2001,Cambodia,ODA-like,"181,879","80,000",KHM,Asia,
32034,2000,Cambodia,ODA-like,"280,302","120,795",KHM,Asia,
32035,2001,Cambodia,ODA-like,,,KHM,Asia,
32037,2001,Cambodia,ODA-like,12360303.31,5436707.562,KHM,Asia,
32038,2001,Cambodia,ODA-like,4507390.609,1982586.024,KHM,Asia,
32040,2001,Cambodia,ODA-like,4394774.512,1933051.578,KHM,Asia,
32041,2002,"Southeast Asia, regional",ODA-like,,,R_Asia,Asia,1
32042,2002,Cambodia,ODA-like,"244,099","108,000",KHM,Asia,
32045,2000,Cambodia,ODA-like,34807.22194,15000,KHM,Asia,
32049,2013,Cambodia,ODA-like,"30,503","30,000",KHM,Asia,
32050,2013,Cambodia,ODA-like,,,KHM,Asia,
32053,2011,Cambodia,OOF-like,30471833.82,27452416,KHM,Asia,
32062,2000,Cambodia,OOF-like,"2,803,020","1,207,948",KHM,Asia,
32065,2000,Cambodia,ODA-like,560604.0453,241589.5384,KHM,Asia,
32067,2003,Cambodia,ODA-like,44065.87504,20000,KHM,Asia,
32069,2003,Cambodia,ODA-like,,,KHM,Asia,
32070,2002,Cambodia,ODA-like,"273,068","120,817",KHM,Asia,
32077,2003,Cambodia,ODA-like,"52,879,050","24,000,000",KHM,Asia,
32078,2000,Cambodia,ODA-like,"1,401,510","603,974",KHM,Asia,
32080,2000,Cambodia,OOF-like,"35,967,463","15,500,000",KHM,Asia,
32081,2003,Cambodia,ODA-like,"13,309,677","6,040,809",KHM,Asia,
32083,2004,Cambodia,Vague (Official Finance),"62,246,095","30,204,907",KHM,Asia,
32086,2006,Cambodia,ODA-like,,,KHM,Asia,
32087,2002,Cambodia,ODA-like,"452,035,245","200,000,000",KHM,Asia,
32088,2004,Cambodia,ODA-like,,,KHM,Asia,
32089,2004,Cambodia,ODA-like,"103,040","50,000",KHM,Asia,
32095,2002,Cambodia,ODA-like,"20,480,136","9,061,301",KHM,Asia,
32102,2005,Cambodia,OOF-like,"59,923,459","30,508,950",KHM,Asia,
32103,2006,Cambodia,OOF-like,367882198.6,200000000,KHM,Asia,
32105,2007,Cambodia,ODA-like,"68,161,036","41,880,000",KHM,Asia,
32117,2009,Cambodia,ODA-like,,,KHM,Asia,
32119,2009,Cambodia,ODA-like,101467300.8,74767807.45,KHM,Asia,
32126,2007,Cambodia,ODA-like,"2,034,415","1,250,000",KHM,Asia,
32127,2007,Cambodia,ODA-like,,,KHM,Asia,
32128,2013,Cambodia,OOF-like,"246,327,821","242,269,000",KHM,Asia,
32129,2013,Cambodia,OOF-like,,,KHM,Asia,
32133,2013,Cambodia,ODA-like,"79,501,979","78,192,000",KHM,Asia,
32134,2013,Cambodia,ODA-like,"10,168","10,000",KHM,Asia,
32135,2013,Cambodia,ODA-like,"406,701","400,000",KHM,Asia,
32137,2013,Cambodia,ODA-like,,,KHM,Asia,
32138,2013,Cambodia,ODA-like,,,KHM,Asia,
32140,2013,Cambodia,ODA-like,"71,173","70,000",KHM,Asia,
32142,2013,Cambodia,ODA-like,,,KHM,Asia,
32146,2007,Cambodia,ODA-like,"28,881,481","17,745,570",KHM,Asia,
32147,2006,Cambodia,OOF-like,"27,591","15,000",KHM,Asia,
32149,2009,Cambodia,ODA-like,"94,443,754","69,592,394",KHM,Asia,
32153,2007,Cambodia,OOF-like,"84,468,905","51,900,000",KHM,Asia,
32155,2012,Cambodia,OOF-like,"94,543,694","89,273,400",KHM,Asia,
32156,2009,Cambodia,ODA-like,"10,449,661","7,700,000",KHM,Asia,
32161,2009,Cambodia,ODA-like,"7,946,222","5,855,301",KHM,Asia,
32164,2011,Cambodia,OOF-like,75914919.18,68392600,KHM,Asia,
32166,2006,Cambodia,ODA-like,"59,780,857","32,500,000",KHM,Asia,
32168,2009,Cambodia,ODA-like,"124,972,582","92,088,051",KHM,Asia,
32169,2011,Cambodia,ODA-like,87540965.11,78866634.84,KHM,Asia,
32171,2012,Cambodia,OOF-like,,,KHM,Asia,
32174,2012,Cambodia,ODA-like,"426,791","403,000",KHM,Asia,
32176,2009,Cambodia,OOF-like,"42,089,698","31,014,469",KHM,Asia,
32180,2009,Cambodia,ODA-like,"20,666,161","15,228,192",KHM,Asia,
32187,2010,Cambodia,ODA-like,"62,774,190","49,911,971",KHM,Asia,
32189,2012,Cambodia,OOF-like,"120,138,965","113,441,875",KHM,Asia,
32190,2010,Cambodia,ODA-like,12576.98088,10000,KHM,Asia,
32191,2012,Cambodia,ODA-like,2709145.022,2558125,KHM,Asia,
32192,2010,Cambodia,Vague (Official Finance),679156967.5,540000000,KHM,Asia,
32195,2010,Cambodia,ODA-like,67366233.61,53563120,KHM,Asia,
32198,2011,Cambodia,ODA-like,85892.90175,77381.87613,KHM,Asia,
32205,2010,Cambodia,OOF-like,"743,299,570","591,000,000",KHM,Asia,
32210,2011,Cambodia,ODA-like,,,KHM,Asia,
32211,2012,Cambodia,ODA-like,,,KHM,Asia,
32212,2011,Cambodia,OOF-like,1717.858035,1547.637523,KHM,Asia,
32216,2011,Cambodia,ODA-like,56480151.09,50883600,KHM,Asia,
32217,2010,Cambodia,ODA-like,"251,539,618","200,000,000",KHM,Asia,
32232,2012,Cambodia,OOF-like,"25,416,850","24,000,000",KHM,Asia,
32239,2007,Cambodia,OOF-like,"116,389,228","71,512,717",KHM,Asia,
32241,2011,Cambodia,ODA-like,"8,589,290","7,738,188",KHM,Asia,
32242,2011,Cambodia,ODA-like,,,KHM,Asia,
32246,2011,Cambodia,ODA-like,,,KHM,Asia,
32247,2012,Cambodia,ODA-like,"492,451","465,000",KHM,Asia,
32248,2011,Cambodia,ODA-like,515357.4105,464291.2568,KHM,Asia,
32249,2011,Cambodia,ODA-like,29694380.94,26752000,KHM,Asia,
32252,2011,Cambodia,ODA-like,71039.18885,64000,KHM,Asia,
32326,2005,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32329,2007,Equatorial Guinea,ODA-like,"213,937","131,449",GNQ,Africa,
32333,2007,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32338,2007,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32344,2013,Ghana,ODA-like,,,GHA,Africa,
32345,2011,Ghana,ODA-like,"149,454","134,644",GHA,Africa,
32346,2007,Ghana,ODA-like,,,GHA,Africa,
32369,2004,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32371,2006,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32393,2006,Equatorial Guinea,OOF-like,,,GNQ,Africa,
32412,2004,Ghana,ODA-like,44817188.18,21747533.09,GHA,Africa,
32423,2011,Guinea-Bissau,ODA-like,,,GNB,Africa,
32425,2010,Guinea-Bissau,ODA-like,"1,300,375","1,033,932",GNB,Africa,
32429,2006,Guinea-Bissau,ODA-like,,,GNB,Africa,
32434,2009,Guinea-Bissau,Vague (Official Finance),,,GNB,Africa,
32438,2009,Kenya,ODA-like,,,KEN,Africa,
32439,2009,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32440,2008,Equatorial Guinea,ODA-like,"198,443","143,913",GNQ,Africa,
32448,2010,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32454,2008,Cambodia,ODA-like,827347.856,600000,KHM,Asia,
32456,2008,Cambodia,ODA-like,19304.78331,14000,KHM,Asia,
32458,2008,Cambodia,ODA-like,,,KHM,Asia,
32459,2008,Cambodia,ODA-like,,,KHM,Asia,
32490,2007,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32496,2008,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32508,2001,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32557,2009,Tunisia,ODA-like,,,TUN,Africa,
32582,2006,Tunisia,ODA-like,,,TUN,Africa,
32586,2013,South Sudan,ODA-like,,,SSD,Africa,
32587,2011,Mauritania,Vague (Official Finance),,,MRT,Africa,
32588,2013,Mauritania,ODA-like,,,MRT,Africa,
32590,2012,Mauritania,ODA-like,,,MRT,Africa,
32592,2012,"Congo, Dem. Rep.",ODA-like,,,COD,Africa,
32593,2012,Sudan,ODA-like,,,SDN,Africa,
32594,2012,Djibouti,ODA-like,,,DJI,Africa,
32613,2006,Central African Rep.,ODA-like,,,CAF,Africa,
32620,2006,Sudan,ODA-like,,,SDN,Africa,
32622,2006,Cote D'Ivoire,ODA-like,230692.3207,125416.4086,CIV,Africa,
32624,2009,Tunisia,ODA-like,"3,973,111","2,927,651",TUN,Africa,
32627,2009,Zambia,ODA-like,,,ZMB,Africa,
32636,2011,Mauritania,ODA-like,,,MRT,Africa,
32642,2011,Seychelles,ODA-like,,,SYC,Africa,
32646,2006,Zambia,ODA-like,,,ZMB,Africa,
32647,2011,Sierra Leone,ODA-like,,,SLE,Africa,
32649,2010,Mauritania,ODA-like,,,MRT,Africa,
32652,2013,Niger,ODA-like,,,NER,Africa,
32656,2010,Chad,ODA-like,,,TCD,Africa,
32660,2009,Niger,ODA-like,"114,962,998","84,712,328",NER,Africa,
32661,2013,Niger,ODA-like,147694.2735,145260.6686,NER,Africa,
32662,2008,Mauritania,ODA-like,,,MRT,Africa,
32664,2010,Mauritania,ODA-like,,,MRT,Africa,
32666,2010,Madagascar,ODA-like,,,MDG,Africa,
32673,2012,Niger,ODA-like,,,NER,Africa,
32675,2012,Niger,ODA-like,"303,899","286,958",NER,Africa,
32724,2011,Niger,ODA-like,,,NER,Africa,
32756,2011,Niger,ODA-like,,,NER,Africa,
32761,2010,Niger,ODA-like,"1,857,678","1,477,046",NER,Africa,
32762,2010,Niger,ODA-like,,,NER,Africa,
32765,2010,Niger,ODA-like,,,NER,Africa,
32766,2008,Central African Rep.,ODA-like,,,CAF,Africa,
32777,2010,Niger,ODA-like,,,NER,Africa,
32789,2009,Niger,ODA-like,,,NER,Africa,
32796,2008,Niger,ODA-like,,,NER,Africa,
32814,2006,Niger,ODA-like,,,NER,Africa,
32829,2006,Niger,ODA-like,"461,385","250,833",NER,Africa,
32832,2007,Niger,ODA-like,,,NER,Africa,
32849,2006,Niger,ODA-like,"346,038","188,125",NER,Africa,
32853,2006,Angola,ODA-like,,,AGO,Africa,
32854,2004,Niger,ODA-like,124492.1894,60409.81414,NER,Africa,
32860,2004,Niger,ODA-like,,,NER,Africa,
32865,2004,Niger,ODA-like,,,NER,Africa,
32875,2011,Senegal,ODA-like,,,SEN,Africa,
32884,2010,Senegal,ODA-like,,,SEN,Africa,
32889,2008,Madagascar,ODA-like,,,MDG,Africa,
32890,2008,Morocco,ODA-like,,,MAR,Africa,
32891,2009,Equatorial Guinea,ODA-like,,,GNQ,Africa,
32950,2007,Tanzania,ODA-like,,,TZA,Africa,
32963,2006,Tanzania,ODA-like,18394109.93,10000000,TZA,Africa,
32965,2007,Tanzania,ODA-like,,,TZA,Africa,
32967,2009,Burundi,ODA-like,,,BDI,Africa,
32968,2008,Tanzania,ODA-like,,,TZA,Africa,
32969,2008,Seychelles,ODA-like,"4,826,196","3,500,000",SYC,Africa,
32972,2009,Central African Rep.,ODA-like,,,CAF,Africa,
32979,2009,Namibia,ODA-like,,,NAM,Africa,
32980,2009,Mauritania,ODA-like,,,MRT,Africa,
32987,2008,Tanzania,ODA-like,,,TZA,Africa,
32989,2008,Tanzania,ODA-like,,,TZA,Africa,
32991,2007,Tanzania,ODA-like,,,TZA,Africa,
33031,2009,Tanzania,ODA-like,,,TZA,Africa,
33036,2009,Tanzania,ODA-like,"198,656","146,383",TZA,Africa,
33040,2009,Equatorial Guinea,ODA-like,,,GNQ,Africa,
33041,2009,Tunisia,ODA-like,,,TUN,Africa,
33050,2011,Tanzania,ODA-like,,,TZA,Africa,
33051,2007,Cambodia,ODA-like,,,KHM,Asia,
33052,2011,Tanzania,ODA-like,26366130.39,23753541.84,TZA,Africa,
33053,2011,Tanzania,ODA-like,,,TZA,Africa,
33054,2006,Cambodia,OOF-like,735764397.2,400000000,KHM,Asia,
33057,2007,Cambodia,OOF-like,46846331.14,28783664,KHM,Asia,
33058,2007,Cambodia,OOF-like,"70,803,527","43,503,619",KHM,Asia,
33060,2013,Cambodia,ODA-like,985,968,KHM,Asia,
33061,2013,Cambodia,ODA-like,14031196.42,13800000,KHM,Asia,
33063,2013,Cambodia,ODA-like,,,KHM,Asia,
33064,2012,Cambodia,OOF-like,"60,153,213","56,800,000",KHM,Asia,
33071,2009,Cambodia,ODA-like,"72,686,211","53,560,000",KHM,Asia,
33072,2012,Cambodia,ODA-like,,,KHM,Asia,
33073,2011,Cambodia,ODA-like,,,KHM,Asia,
33074,2012,Cambodia,ODA-like,,,KHM,Asia,
33076,2011,Cambodia,ODA-like,,,KHM,Asia,
33077,2011,Cambodia,ODA-like,"1,664,981","1,500,000",KHM,Asia,
33078,2013,Cambodia,ODA-like,50837.66819,50000,KHM,Asia,
33092,2011,Cambodia,OOF-like,"49,862,851","44,922,000",KHM,Asia,
33096,2010,Cambodia,ODA-like,,,KHM,Asia,
33097,2011,Cambodia,ODA-like,,,KHM,Asia,
33098,2010,Cambodia,ODA-like,628849.044,500000,KHM,Asia,
33105,2008,Cambodia,ODA-like,99971.19927,72500,KHM,Asia,
33123,2010,Cambodia,ODA-like,518171612.2,412000000,KHM,Asia,
33134,2006,Cambodia,ODA-like,,,KHM,Asia,
33138,2007,Cambodia,ODA-like,,,KHM,Asia,
33158,2014,Cambodia,ODA-like,400000,400000,KHM,Asia,
33159,2006,Cambodia,ODA-like,,,KHM,Asia,
33160,2005,Cambodia,ODA-like,479387.6682,244071.6025,KHM,Asia,
33163,2005,Cambodia,ODA-like,"19,837,685","10,100,000",KHM,Asia,
33164,2005,Cambodia,ODA-like,,,KHM,Asia,
33165,2005,Cambodia,ODA-like,,,KHM,Asia,
33184,2001,Sri Lanka,OOF-like,"163,691,320","72,000,000",LKA,Asia,
33186,2001,Sri Lanka,OOF-like,,,LKA,Asia,
33192,2001,Sri Lanka,OOF-like,"11,445,919","5,034,514",LKA,Asia,
33194,2002,Sri Lanka,ODA-like,5906667.974,2613366.124,LKA,Asia,
33210,2003,Sri Lanka,ODA-like,1330967.737,604080.9291,LKA,Asia,
33212,2003,Sri Lanka,ODA-like,13880750.64,6300000,LKA,Asia,
33215,2006,Cambodia,ODA-like,69207.69621,37624.92258,KHM,Asia,
33226,2005,Sri Lanka,ODA-like,"3,594,353","1,830,000",LKA,Asia,
33230,2004,Sri Lanka,ODA-like,"37,347,657","18,122,944",LKA,Asia,
33231,2005,Sri Lanka,ODA-like,,,LKA,Asia,
33234,2004,Sri Lanka,ODA-like,,,LKA,Asia,
33240,2005,Sri Lanka,ODA-like,,,LKA,Asia,
33243,2005,Sri Lanka,ODA-like,,,LKA,Asia,
33244,2006,Sri Lanka,OOF-like,"551,823,298","300,000,000",LKA,Asia,
33248,2005,Sri Lanka,ODA-like,"17,589,540","8,955,397",LKA,Asia,
33253,2005,Sri Lanka,ODA-like,"39,789,176","20,257,943",LKA,Asia,
